순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
320,112040,위메이드,"32,050","750","2.4","71,546","2,274,840,550","31,450","32,300","31,300","538,440,000,000","0.03","16,800,000",,,
321,105630,한세실업,"13,450","150","1.1","164,568","2,194,175,850","13,350","13,550","13,100","538,000,000,000","0.03","40,000,000",,,
322,033290,코웰패션,"6,060","210","3.6","422,809","2,520,848,390","5,900","6,080","5,810","536,311,418,040","0.03","88,500,234",,,
323,214450,파마리서치프로덕트,"55,700","3,100","5.9","296,429","16,167,382,000","52,500","56,000","51,400","536,259,715,100","0.03","9,627,643",,,
324,060720,KH바텍,"22,900","2,100","10.1","2,672,563","59,821,042,750","20,950","23,050","20,900","535,993,987,900","0.03","23,405,851",,,
325,245620,EDGC,"14,650","-100","-0.7","1,475,007","21,552,383,300","14,800","14,900","14,400","529,933,571,000","0.03","36,172,940",,,
326,032190,다우데이타,"13,700","-50","-0.4","817,183","11,421,026,450","13,800","14,300","13,700","524,710,000,000","0.03","38,300,000",,,
327,000400,롯데손해보험,"1,685","20","1.2","271,976","458,702,925","1,665","1,700","1,665","522,916,699,200","0.03","310,336,320",,,
328,031390,녹십자셀,"43,050","1,200","2.9","277,280","11,865,304,300","41,800","43,300","41,550","521,385,007,500","0.03","12,111,150",,,
329,084370,유진테크,"22,650","1,200","5.6","587,059","13,069,818,650","21,500","22,700","21,300","519,048,351,300","0.03","22,916,042",,,
330,003540,대신증권,"10,150","250","2.5","214,097","2,154,594,800","10,000","10,150","9,950","515,350,010,000","0.03","50,773,400",,,
331,009450,경동나비엔,"39,900","1,300","3.4","73,233","2,909,611,600","39,100","40,100","39,100","508,306,449,000","0.03","12,739,510",,,
332,079160,CJ CGV,"23,950","800","3.5","296,184","7,049,760,650","23,650","24,000","23,500","506,813,446,350","0.03","21,161,313",,,
333,206640,바디텍메드,"21,550","-500","-2.3","806,013","17,788,012,950","21,850","23,350","21,500","505,941,224,050","0.03","23,477,551",,,
334,052260,SK바이오랜드,"33,700","750","2.3","2,577,506","87,063,097,750","33,700","34,400","33,150","505,500,000,000","0.03","15,000,000",,,
335,144510,녹십자랩셀,"47,750","1,100","2.4","250,571","11,879,393,400","46,850","48,250","46,700","503,956,078,500","0.03","10,554,054",,,
336,243070,휴온스,"51,000","2,400","4.9","74,371","3,741,209,900","49,200","51,000","48,700","503,917,944,000","0.03","9,880,744",,,
337,029960,코엔텍,"10,050","50","0.5","549,816","5,458,309,460","10,000","10,050","9,810","502,500,000,000","0.03","50,000,000",,,
338,215200,메가스터디교육,"42,500","3,350","8.6","928,430","40,474,232,350","38,750","49,000","38,250","502,429,900,000","0.03","11,821,880",,,
339,089590,제주항공,"19,050","50","0.3","106,951","2,029,960,450","19,000","19,100","18,700","502,096,239,900","0.03","26,356,758",,,
340,006390,한일현대시멘트,"29,800","100","0.3","25,448","760,029,600","30,100","30,100","29,600","501,274,442,000","0.03","16,821,290",,,
341,126560,현대에이치씨엔,"4,430","-20","-0.4","547,781","2,439,983,880","4,400","4,540","4,375","500,043,320,280","0.03","112,876,596",,,
342,025900,동화기업,"24,650","-200","-0.8","344,970","8,473,695,000","24,750","25,450","24,050","497,890,116,300","0.03","20,198,382",,,
343,263050,유틸렉스,"66,900","2,000","3.1","226,560","15,065,712,000","64,800","68,100","63,600","497,116,104,600","0.03","7,430,734",,,
344,000070,삼양홀딩스,"58,000","200","0.4","15,706","912,817,900","57,700","59,300","57,200","496,727,718,000","0.03","8,564,271",,,
345,036420,제이콘텐트리,"30,300","500","1.7","75,306","2,281,642,650","30,100","30,650","30,100","496,467,651,300","0.03","16,385,071",,,
346,097230,한진중공업,"5,950","130","2.2","165,108","980,027,750","5,820","6,000","5,800","495,481,971,950","0.03","83,274,281",,,
347,003800,에이스침대,"44,600","100","0.2","5,446","241,744,050","44,500","45,150","43,750","494,614,000,000","0.03","11,090,000",,,
348,082640,동양생명,"3,065","130","4.4","128,754","391,711,955","2,960","3,080","2,960","494,564,063,025","0.03","161,358,585",,,
349,095660,네오위즈,"22,350","350","1.6","529,805","11,916,361,200","22,200","22,900","22,000","489,800,428,800","0.03","21,915,008",,,
350,950160,코오롱티슈진,"8,010","0","0.0","0","0","0","0","0","489,551,575,500","0.03","61,117,550",,,
351,178320,서진시스템,"26,950","-50","-0.2","295,194","7,929,162,850","26,750","27,150","26,500","487,812,948,700","0.03","18,100,666",,,
352,048530,인트론바이오,"16,250","1,300","8.7","5,826,136","93,518,974,650","14,900","17,150","14,650","487,674,606,250","0.03","30,010,745",,,
353,210980,SK디앤디,"25,650","-300","-1.2","55,524","1,431,924,000","26,000","26,250","25,600","487,097,706,600","0.03","18,990,164",,,
354,007460,에이프로젠 KIC,"3,120","75","2.5","3,457,443","10,695,231,020","3,050","3,135","3,005","486,568,021,680","0.03","155,951,289",,,
355,091700,파트론,"8,930","380","4.4","1,353,692","11,979,246,460","8,590","8,950","8,590","483,616,741,300","0.03","54,156,410",,,
356,006060,화승인더,"8,660","200","2.4","1,067,392","9,131,466,640","8,550","8,710","8,430","479,071,200,000","0.03","55,320,000",,,
357,003060,에이프로젠제약,"1,970","70","3.7","9,758,654","19,385,207,180","1,950","2,020","1,930","476,066,914,040","0.03","241,658,332",,,
358,034830,한국토지신탁,"1,885","30","1.6","348,759","654,219,160","1,855","1,885","1,850","475,942,198,550","0.03","252,489,230",,,
359,042700,한미반도체,"9,200","-30","-0.3","500,557","4,593,791,990","9,210","9,350","9,040","473,813,809,200","0.03","51,501,501",,,
360,095610,테스,"23,900","1,350","6.0","1,510,125","35,580,807,050","22,400","24,100","22,150","472,460,601,400","0.03","19,768,226",,,
361,131970,테스나,"68,900","1,800","2.7","166,215","11,316,719,500","67,700","69,000","66,600","471,965,000,000","0.03","6,850,000",,,
362,084680,이월드,"4,565","20","0.4","3,518,915","16,053,327,050","4,545","4,625","4,480","470,833,629,805","0.03","103,139,897",,,
363,00680K,미래에셋대우2우B,"3,350","95","2.9","220,724","736,174,375","3,320","3,360","3,300","469,000,000,000","0.03","140,000,000",,,
364,215000,골프존,"74,500","-200","-0.3","42,972","3,190,234,400","73,700","75,800","73,300","467,518,417,500","0.03","6,275,415",,,
365,138080,오이솔루션,"43,650","600","1.4","652,835","28,614,187,250","43,050","44,850","42,350","463,741,746,750","0.03","10,624,095",,,
366,048260,오스템임플란트,"32,200","1,000","3.2","90,792","2,880,222,900","31,250","32,300","31,250","460,000,087,400","0.03","14,285,717",,,
367,033180,필룩스,"5,100","190","3.9","3,474,694","17,593,128,620","4,950","5,180","4,935","459,219,952,800","0.03","90,043,128",,,
368,071320,지역난방공사,"39,500","350","0.9","3,088","121,830,700","40,000","40,000","39,200","457,360,388,000","0.03","11,578,744",,,
369,145990,삼양사,"44,200","1,100","2.6","21,017","922,534,600","43,300","44,700","43,300","455,854,445,800","0.03","10,313,449",,,
370,078600,대주전자재료,"30,800","700","2.3","882,687","26,826,098,000","30,600","31,150","29,900","453,903,480,800","0.03","14,737,126",,,
371,145720,덴티움,"41,000","150","0.4","39,728","1,630,058,750","40,900","41,600","40,700","453,822,030,000","0.03","11,068,830",,,
372,078160,메디포스트,"28,800","600","2.1","129,567","3,680,744,700","28,350","28,900","28,050","449,793,849,600","0.03","15,617,842",,,
373,353200,대덕전자,"9,050","-210","-2.3","1,553,754","14,150,508,070","9,260","9,360","9,000","447,223,171,250","0.03","49,416,925",,,
374,182400,엔케이맥스,"13,900","400","3.0","449,578","6,153,462,850","14,100","14,150","13,300","444,399,124,000","0.03","31,971,160",,,
375,026890,디피씨,"10,600","50","0.5","5,079,644","53,677,132,100","10,500","10,850","10,350","441,788,655,000","0.03","41,678,175",,,
376,230240,에치에프알,"36,700","100","0.3","299,456","10,957,610,100","36,550","36,850","36,100","439,740,134,000","0.03","11,982,020",,,
377,027410,BGF,"4,590","105","2.3","82,072","374,263,570","4,505","4,600","4,455","439,340,070,690","0.03","95,716,791",,,
378,068240,다원시스,"16,300","500","3.2","355,049","5,775,631,050","15,950","16,550","15,850","438,994,582,900","0.03","26,932,183",,,
379,039840,디오,"27,600","300","1.1","104,251","2,869,915,050","27,350","27,900","27,100","428,451,415,200","0.03","15,523,602",,,
380,005880,대한해운,"17,500","200","1.2","50,690","885,128,500","17,450","17,650","17,350","427,474,407,500","0.03","24,427,109",,,
381,002270,롯데푸드,"377,000","16,000","4.4","1,641","611,403,000","362,500","377,000","362,500","426,714,990,000","0.03","1,131,870",,,
382,038540,상상인,"7,710","80","1.0","631,831","4,881,939,600","7,700","7,900","7,610","426,581,293,230","0.03","55,328,313",,,
383,001720,신영증권,"45,400","750","1.7","3,591","162,558,700","45,000","45,500","44,950","426,135,159,800","0.03","9,386,237",,,
384,102940,코오롱생명과학,"37,250","0","0.0","154,235","5,714,384,950","37,450","37,550","36,850","425,110,261,000","0.03","11,412,356",,,
385,023890,한국아트라스비엑스,"46,350","650","1.4","887","40,906,300","46,050","46,350","45,700","424,102,500,000","0.03","9,150,000",,,
386,045390,대아티아이,"5,960","110","1.9","1,654,894","9,829,215,530","5,900","5,990","5,870","424,063,071,120","0.03","71,151,522",,,
387,192650,드림텍,"6,800","290","4.4","1,215,328","8,133,720,430","6,540","6,800","6,510","421,904,096,000","0.03","62,044,720",,,
388,102710,이엔에프테크놀로지,"29,400","1,800","6.5","347,431","10,076,135,500","28,050","29,700","27,900","418,298,378,400","0.03","14,227,836",,,
389,024720,한국콜마홀딩스,"23,250","750","3.3","96,649","2,236,674,700","23,000","23,450","22,850","417,080,959,500","0.03","17,938,966",,,
390,192440,슈피겐코리아,"66,800","1,100","1.7","118,819","7,871,137,800","65,300","67,400","64,800","415,253,048,400","0.02","6,216,363",,,
391,281820,케이씨텍,"20,900","550","2.7","239,942","4,937,037,750","20,400","21,100","20,250","414,642,206,000","0.02","19,839,340",,,
392,000815,삼성화재우,"129,500","1,000","0.8","3,554","459,546,000","128,000","130,500","128,000","413,364,000,000","0.02","3,192,000",,,
393,038500,삼표시멘트,"3,830","280","7.9","3,995,204","15,137,011,085","3,665","3,935","3,600","411,177,972,590","0.02","107,357,173",,,
394,253840,수젠텍,"30,150","-1,300","-4.1","1,376,939","41,916,739,950","31,450","31,700","29,800","410,452,783,650","0.02","13,613,691",,,
395,004490,세방전지,"29,300","600","2.1","27,311","796,806,750","28,700","29,400","28,700","410,200,000,000","0.02","14,000,000",,,
396,001230,동국제강,"4,290","25","0.6","477,353","2,045,110,075","4,255","4,335","4,230","409,406,441,730","0.02","95,432,737",,,
397,053030,바이넥스,"12,850","400","3.2","732,809","9,421,136,950","12,650","13,100","12,600","407,872,466,800","0.02","31,741,048",,,
398,093050,LF,"13,700","150","1.1","89,258","1,220,388,950","13,600","13,800","13,500","400,588,000,000","0.02","29,240,000",,,
399,272290,이녹스첨단소재,"42,150","4,850","13.0","774,272","31,405,624,350","37,400","42,250","37,350","400,530,079,950","0.02","9,502,493",,,
400,048410,현대바이오,"11,100","150","1.4","1,346,490","14,951,611,100","10,850","11,350","10,700","398,666,234,700","0.02","35,915,877",,,
401,081000,일진다이아,"28,000","600","2.2","152,011","4,241,550,600","27,800","28,200","27,500","397,683,300,000","0.02","14,202,975",,,
402,015350,부산가스,"36,150","-200","-0.6","3,709","133,226,100","36,000","36,300","35,800","397,650,000,000","0.02","11,000,000",,,
403,000140,하이트진로홀딩스,"17,100","800","4.9","266,022","4,554,241,100","16,250","17,800","16,250","396,835,681,500","0.02","23,206,765",,,
404,019680,대교,"4,685","130","2.8","144,402","670,845,260","4,565","4,715","4,565","396,832,852,250","0.02","84,702,850",,,
405,053210,스카이라이프,"8,280","240","3.0","129,237","1,061,302,520","8,090","8,370","8,020","395,965,878,480","0.02","47,821,966",,,
406,094800,맵스리얼티1,"4,255","5","0.1","92,806","396,041,820","4,225","4,300","4,225","395,010,078,405","0.02","92,834,331",,,
407,025860,남해화학,"7,950","100","1.3","236,084","1,858,509,050","7,870","7,980","7,790","394,946,801,850","0.02","49,678,843",,,
408,268280,미원에스씨,"77,000","200","0.3","600","46,070,800","76,300","77,400","76,300","392,700,000,000","0.02","5,100,000",,,
409,006730,서부T&D,"6,740","110","1.7","188,836","1,263,426,500","6,640","6,800","6,600","391,866,592,560","0.02","58,140,444",,,
410,222800,심텍,"12,250","900","7.9","957,664","11,492,278,400","11,450","12,300","11,400","390,213,251,750","0.02","31,854,143",,,
411,267270,현대건설기계,"19,800","400","2.1","103,247","2,047,337,500","19,550","20,050","19,500","390,075,701,400","0.02","19,700,793",,,
412,009290,광동제약,"7,440","230","3.2","357,845","2,645,374,630","7,280","7,470","7,280","390,011,131,440","0.02","52,420,851",,,
413,005500,삼진제약,"28,050","350","1.3","100,767","2,835,590,900","27,950","28,600","27,850","389,895,000,000","0.02","13,900,000",,,
414,200230,텔콘RF제약,"4,550","140","3.2","1,125,436","5,063,678,420","4,425","4,595","4,365","388,467,088,100","0.02","85,377,382",,,
415,053580,웹케시,"57,300","900","1.6","52,020","2,954,393,900","57,000","57,700","56,000","387,557,431,500","0.02","6,763,655",,,
416,074600,원익QnC,"14,700","650","4.6","671,838","9,744,468,700","14,100","14,750","14,100","386,433,600,000","0.02","26,288,000",,,
417,010050,우리종금,"568","4","0.7","1,398,742","793,281,968","569","571","562","382,947,534,608","0.02","674,203,406",,,
418,122900,아이마켓코리아,"10,650","-50","-0.5","30,599","324,739,900","10,700","10,750","10,500","382,796,571,000","0.02","35,943,340",,,
419,097780,에스맥,"1,465","0","0.0","11,973,553","17,587,561,330","1,470","1,490","1,455","382,542,357,295","0.02","261,121,063",,,
420,066700,테라젠이텍스,"11,900","400","3.5","960,022","11,305,777,350","11,650","11,900","11,600","381,156,464,500","0.02","32,029,955",,,
421,044340,위닉스,"21,300","300","1.4","229,274","4,865,688,300","21,350","21,350","21,000","380,703,952,500","0.02","17,873,425",,,
422,025770,한국정보통신,"10,150","150","1.5","368,266","3,723,341,450","10,050","10,300","10,000","380,059,350,650","0.02","37,444,271",,,
423,003530,한화투자증권,"1,770","50","2.9","675,711","1,188,645,360","1,725","1,780","1,725","379,749,561,750","0.02","214,547,775",,,
424,017390,서울가스,"75,600","1,200","1.6","87","6,571,700","74,400","75,700","74,400","378,000,000,000","0.02","5,000,000",,,
425,214870,뉴지랩,"14,400","-100","-0.7","767,038","11,055,540,850","14,750","14,750","14,150","377,847,331,200","0.02","26,239,398",,,
426,025540,한국단자,"36,200","950","2.7","43,564","1,560,794,250","35,150","36,300","35,050","377,023,000,000","0.02","10,415,000",,,
427,265520,AP시스템,"26,000","900","3.6","209,455","5,377,880,050","25,150","26,000","25,150","376,485,902,000","0.02","14,480,227",,,
428,066575,LG전자우,"21,900","400","1.9","48,451","1,055,105,050","21,600","21,950","21,500","376,373,224,800","0.02","17,185,992",,,
429,298050,효성첨단소재,"83,700","500","0.6","17,410","1,457,271,100","84,500","84,500","82,900","374,971,647,600","0.02","4,479,948",,,
430,088260,이리츠코크렙,"5,910","30","0.5","69,167","410,101,570","5,920","5,970","5,890","374,348,796,900","0.02","63,341,590",,,
431,014830,유니드,"42,050","0","0.0","16,993","711,817,150","41,500","42,150","41,200","373,817,898,150","0.02","8,889,843",,,
432,084110,휴온스글로벌,"32,550","1,450","4.7","59,344","1,901,004,700","31,300","32,600","31,100","373,157,333,850","0.02","11,464,127",,,
433,030530,원익홀딩스,"4,830","465","10.6","1,874,708","8,805,003,225","4,475","4,830","4,430","373,059,448,230","0.02","77,237,981",,,
434,017960,한국카본,"8,460","290","3.6","2,729,436","23,264,296,340","8,450","8,780","8,330","371,908,004,220","0.02","43,960,757",,,
435,000050,경방,"13,550","-450","-3.2","181,591","2,492,692,800","14,000","14,150","13,500","371,476,908,500","0.02","27,415,270",,,
436,082920,비츠로셀,"17,150","200","1.2","240,446","4,127,669,500","16,950","17,450","16,950","369,396,456,800","0.02","21,539,152",,,
437,166090,하나머티리얼즈,"18,750","1,050","5.9","484,935","8,895,351,050","17,750","18,850","17,600","368,018,887,500","0.02","19,627,674",,,
438,237880,클리오,"21,400","200","0.9","88,926","1,886,752,350","21,050","21,550","20,950","367,011,883,200","0.02","17,150,088",,,
439,293480,하나제약,"22,650","400","1.8","69,066","1,555,995,400","22,300","22,700","22,250","366,930,000,000","0.02","16,200,000",,,
440,068400,SK렌터카,"10,250","100","1.0","119,046","1,213,666,200","10,300","10,350","10,000","366,592,685,000","0.02","35,765,140",,,
441,072710,농심홀딩스,"78,800","2,500","3.3","1,828","143,976,800","79,800","79,900","77,600","365,457,852,000","0.02","4,637,790",,,
442,096760,JW홀딩스,"5,480","180","3.4","306,985","1,656,198,460","5,310","5,480","5,310","364,157,809,400","0.02","66,452,155",,,
443,298000,효성화학,"114,000","1,500","1.3","18,541","2,084,154,000","112,500","114,500","111,500","363,674,364,000","0.02","3,190,126",,,
444,088800,에이스테크,"8,880","380","4.5","1,546,893","13,670,841,360","8,670","8,950","8,540","362,109,909,840","0.02","40,778,143",,,
445,319660,피에스케이,"24,300","1,600","7.0","489,831","11,781,641,400","23,100","24,600","23,050","358,789,986,000","0.02","14,765,020",,,
446,005070,코스모신소재,"12,250","650","5.6","1,225,646","14,890,161,400","11,700","12,350","11,700","358,287,571,250","0.02","29,247,965",,,
447,290510,코리아센터,"14,900","200","1.4","446,202","6,564,818,650","14,850","15,200","14,450","358,062,615,200","0.02","24,031,048",,,
448,950180,SNK,"17,000","150","0.9","28,345","477,861,450","16,850","17,050","16,500","358,050,600,000","0.02","21,061,800",,,
449,174900,앱클론,"49,750","1,650","3.4","581,359","28,766,743,500","47,800","50,500","47,400","357,006,000,000","0.02","7,176,000",,,
450,089030,테크윙,"18,450","1,100","6.3","876,271","15,963,401,100","17,750","18,650","17,600","356,431,601,700","0.02","19,318,786",,,
451,131370,알서포트,"6,690","70","1.1","2,302,418","15,420,735,690","6,680","6,800","6,570","356,356,785,270","0.02","53,267,083",,,
452,119860,다나와,"27,200","800","3.0","116,237","3,140,016,700","26,450","27,250","26,400","355,635,158,400","0.02","13,074,822",,,
453,099190,아이센스,"25,700","1,100","4.5","178,651","4,532,485,450","24,850","25,800","24,650","353,047,016,600","0.02","13,737,238",,,
454,004430,송원산업,"14,700","250","1.7","281,353","4,102,771,500","14,350","14,850","14,350","352,800,000,000","0.02","24,000,000",,,
455,001430,세아베스틸,"9,830","110","1.1","83,027","815,483,100","9,620","9,940","9,620","352,524,629,770","0.02","35,862,119",,,
456,008730,율촌화학,"14,200","300","2.2","38,563","545,043,600","14,000","14,250","13,950","352,160,000,000","0.02","24,800,000",,,
457,228760,지노믹트리,"17,600","750","4.4","149,187","2,555,655,400","16,700","17,600","16,600","351,757,384,000","0.02","19,986,215",,,
458,034950,한국기업평가,"76,800","-700","-0.9","10,449","805,166,400","77,500","78,000","76,600","348,711,475,200","0.02","4,540,514",,,
459,060980,한라홀딩스,"33,250","1,500","4.7","39,793","1,301,203,200","31,750","33,250","31,550","348,196,327,500","0.02","10,472,070",,,
460,002840,미원상사,"70,000","200","0.3","2,361","165,240,200","70,000","70,800","69,600","347,900,000,000","0.02","4,970,000",,,
461,017890,한국알콜,"16,100","-500","-3.0","1,755,342","28,558,766,450","16,600","16,750","16,000","347,852,736,000","0.02","21,605,760",,,
462,038290,마크로젠,"32,600","550","1.7","109,890","3,560,720,050","32,150","32,750","31,900","345,939,920,400","0.02","10,611,654",,,
463,043150,바텍,"23,250","750","3.3","82,565","1,906,623,550","22,850","23,300","22,750","345,361,452,000","0.02","14,854,256",,,
464,300720,한일시멘트,"83,200","2,200","2.7","5,202","431,966,100","82,500","83,700","81,800","344,861,504,000","0.02","4,144,970",,,
465,140860,파크시스템스,"51,500","1,100","2.2","49,715","2,565,739,500","50,400","52,300","49,400","343,404,832,500","0.02","6,668,055",,,
466,002210,동성제약,"13,150","250","1.9","108,863","1,429,603,950","13,000","13,250","13,000","342,830,336,200","0.02","26,070,748",,,
467,213500,한솔제지,"14,400","-50","-0.4","232,268","3,355,737,300","14,500","14,600","14,350","342,728,294,400","0.02","23,800,576",,,
468,073490,이노와이어리스,"50,800","1,150","2.3","210,889","10,726,591,100","49,650","51,600","49,650","342,267,235,200","0.02","6,737,544",,,
469,123890,한국자산신탁,"2,755","100","3.8","666,201","1,821,273,605","2,665","2,770","2,665","341,558,706,760","0.02","123,977,752",,,
470,037560,LG헬로비전,"4,410","55","1.3","111,313","489,642,435","4,480","4,480","4,355","341,540,674,650","0.02","77,446,865",,,
471,011000,진원생명과학,"10,300","-300","-2.8","1,315,928","13,632,432,400","10,700","10,700","10,150","341,123,722,400","0.02","33,118,808",,,
472,001520,동양,"1,425","-5","-0.4","5,091,037","7,370,023,950","1,450","1,500","1,415","340,124,789,775","0.02","238,684,063",,,
473,100120,뷰웍스,"34,000","550","1.6","81,556","2,774,909,900","33,650","34,550","33,500","340,063,410,000","0.02","10,001,865",,,
474,018290,브이티지엠피,"10,000","-50","-0.5","767,361","7,670,055,750","10,000","10,100","9,930","340,020,810,000","0.02","34,002,081",,,
475,148150,세경하이테크,"29,100","1,150","4.1","297,489","8,579,458,750","28,150","29,300","28,100","338,782,200,000","0.02","11,642,000",,,
476,138250,엔에스쇼핑,"10,000","450","4.7","221,410","2,208,547,340","9,550","10,300","9,550","336,960,000,000","0.02","33,696,000",,,
477,288330,브릿지바이오테라퓨틱스,"53,000","3,500","7.1","383,414","20,075,817,550","49,500","54,000","49,100","336,924,074,000","0.02","6,357,058",,,
478,249420,일동제약,"14,050","250","1.8","202,650","2,835,614,250","14,100","14,250","13,800","334,436,154,250","0.02","23,803,285",,,
479,002960,한국쉘석유,"257,000","4,000","1.6","4,008","1,025,981,500","253,500","259,000","253,500","334,100,000,000","0.02","1,300,000",,,
480,228670,레이,"50,200","700","1.4","223,665","11,443,364,100","50,300","52,800","50,200","333,994,003,400","0.02","6,653,267",,,
481,060150,인선이엔티,"8,690","130","1.5","584,566","5,044,230,040","8,670","8,730","8,540","333,620,240,580","0.02","38,391,282",,,
482,293940,신한알파리츠,"7,000","-70","-1.0","103,260","723,538,170","7,080","7,090","6,980","333,410,861,000","0.02","47,630,123",,,
483,061970,엘비세미콘,"7,590","300","4.1","1,688,677","12,658,073,040","7,410","7,600","7,350","332,325,053,280","0.02","43,784,592",,,
484,013120,동원개발,"3,655","45","1.2","134,412","486,950,055","3,600","3,660","3,600","331,903,605,500","0.02","90,808,100",,,
485,136480,하림,"3,105","15","0.5","2,067,393","6,400,380,645","3,125","3,130","3,075","329,781,124,710","0.02","106,209,702",,,
486,046440,KG모빌리언스,"8,490","240","2.9","972,211","8,299,155,810","8,370","8,780","8,310","329,629,072,320","0.02","38,825,568",,,
487,263720,디앤씨미디어,"26,800","1,250","4.9","112,468","2,983,120,650","25,800","26,900","25,650","328,972,974,800","0.02","12,275,111",,,
488,002390,한독,"23,850","350","1.5","92,576","2,204,531,800","23,950","24,000","23,550","328,260,262,050","0.02","13,763,533",,,
489,016800,퍼시스,"28,300","0","0.0","1,096","30,899,400","28,200","28,450","28,050","325,450,000,000","0.02","11,500,000",,,
490,000020,동화약품,"11,600","50","0.4","1,542,735","18,016,316,150","11,750","11,900","11,450","324,005,052,000","0.02","27,931,470",,,
491,086390,유니테스트,"15,300","850","5.9","681,353","10,265,631,850","14,750","15,350","14,600","323,352,127,800","0.02","21,134,126",,,
492,052020,에스티큐브,"10,700","100","0.9","238,469","2,529,642,800","10,450","10,700","10,450","323,144,098,100","0.02","30,200,383",,,
493,272450,진에어,"10,750","50","0.5","114,026","1,214,618,900","10,550","10,750","10,550","322,500,000,000","0.02","30,000,000",,,
494,234340,세틀뱅크,"34,600","600","1.8","346,682","11,939,002,650","35,000","35,100","33,600","320,638,200,000","0.02","9,267,000",,,
495,001880,삼호,"21,100","-300","-1.4","81,032","1,732,948,550","21,800","21,900","20,900","320,293,062,600","0.02","15,179,766",,,
496,001725,신영증권우,"45,400","500","1.1","1,613","72,743,150","44,700","45,500","44,700","320,240,840,200","0.02","7,053,763",,,
497,023410,유진기업,"4,130","150","3.8","461,446","1,889,492,065","4,005","4,135","4,000","319,293,864,190","0.02","77,310,863",,,
498,267260,현대일렉트릭,"8,850","580","7.0","302,160","2,614,546,550","8,270","8,860","8,270","319,017,144,750","0.02","36,047,135",,,
499,033270,유나이티드제약,"19,650","50","0.3","149,122","2,928,168,200","19,700","19,900","19,400","318,955,302,300","0.02","16,231,822",,,
500,003220,대원제약,"15,750","450","2.9","108,775","1,711,402,200","15,400","15,900","15,300","318,836,747,250","0.02","20,243,603",,,
501,122990,와이솔,"11,300","250","2.3","178,006","1,992,245,550","11,100","11,350","11,100","318,342,933,300","0.02","28,171,941",,,
502,092730,네오팜,"38,500","1,300","3.5","100,593","3,832,424,700","37,550","38,500","36,850","315,983,398,500","0.02","8,207,361",,,
503,226320,잇츠한불,"14,400","350","2.5","17,370","246,148,150","14,150","14,450","13,950","315,782,136,000","0.02","21,929,315",,,
504,036810,에프에스티,"15,600","2,600","20.0","4,789,054","71,393,435,100","13,050","16,000","13,000","315,647,498,400","0.02","20,233,814",,,
505,034120,SBS,"17,000","150","0.9","152,634","2,581,270,050","16,800","17,150","16,700","310,293,894,000","0.02","18,252,582",,,
506,104830,원익머트리얼즈,"24,550","900","3.8","64,138","1,557,791,000","23,900","24,550","23,750","309,526,400,000","0.02","12,608,000",,,
507,222080,씨아이에스,"5,480","80","1.5","3,958,689","21,926,902,040","5,520","5,680","5,400","308,697,091,280","0.02","56,331,586",,,
508,084650,랩지노믹스,"27,600","150","0.6","1,974,661","54,995,800,900","28,000","28,500","27,200","307,572,274,800","0.02","11,143,923",,,
509,065530,전파기지국,"5,800","330","6.0","7,555,633","43,184,449,320","5,560","5,820","5,550","306,588,000,000","0.02","52,860,000",,,
510,322000,현대에너지솔루션,"27,350","200","0.7","320,623","8,887,187,500","27,150","28,450","27,050","306,320,000,000","0.02","11,200,000",,,
511,321550,티움바이오,"13,050","750","6.1","397,707","5,135,472,950","12,500","13,250","12,350","306,307,329,300","0.02","23,471,826",,,
512,002620,제일파마홀딩스,"19,150","-350","-1.8","47,012","906,780,650","19,500","19,550","19,000","305,889,748,250","0.02","15,973,355",,,
513,183300,코미코,"34,800","2,400","7.4","311,165","10,702,141,300","33,800","35,250","33,500","305,370,000,000","0.02","8,775,000",,,
514,001510,SK증권,"646","8","1.2","2,403,326","1,549,492,790","637","649","637","305,293,250,466","0.02","472,590,171",,,
515,143240,사람인에이치알,"26,100","400","1.6","82,959","2,147,022,450","26,000","26,450","25,550","304,306,764,300","0.02","11,659,263",,,
516,030520,한글과컴퓨터,"12,400","400","3.3","285,749","3,536,319,950","12,100","12,550","12,100","303,059,955,600","0.02","24,440,319",,,
517,200710,에이디테크놀로지,"32,650","2,350","7.8","694,338","21,882,446,100","30,200","32,650","30,100","302,642,677,650","0.02","9,269,301",,,
518,079430,현대리바트,"14,650","650","4.6","890,866","13,160,544,050","14,850","15,150","14,500","300,841,881,300","0.02","20,535,282",,,
519,143160,아이디스,"27,950","250","0.9","327,499","9,345,494,750","28,400","29,500","27,450","299,523,100,500","0.02","10,716,390",,,
520,000480,조선내화,"74,800","600","0.8","789","58,880,500","74,200","74,800","74,200","299,200,000,000","0.02","4,000,000",,,
521,002780,진흥기업,"2,055","-15","-0.7","43,033","88,486,350","2,075","2,075","2,045","298,944,435,975","0.02","145,471,745",,,
522,002150,도화엔지니어링,"8,860","90","1.0","74,100","654,966,630","8,820","8,890","8,760","298,759,200,000","0.02","33,720,000",,,
523,036800,나이스정보통신,"29,800","850","2.9","42,233","1,242,156,100","28,900","29,800","28,700","298,000,000,000","0.02","10,000,000",,,
