순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
2045,051630,진양화학,"2,990","-30","-1.0","201,468","606,981,955","3,010","3,070","2,975","35,880,000,000","0.00","12,000,000",,,
2046,076080,웰크론한텍,"1,795","30","1.7","57,734","102,027,655","1,760","1,795","1,750","35,864,283,090","0.00","19,980,102",,,
2047,019990,에너토크,"3,675","115","3.2","43,464","158,614,025","3,560","3,690","3,560","35,853,623,400","0.00","9,756,088",,,
2048,177350,베셀,"3,200","235","7.9","1,048,741","3,323,078,310","3,070","3,300","3,000","35,815,577,600","0.00","11,192,368",,,
2049,128540,에코캡,"2,460","25","1.0","90,315","219,910,705","2,440","2,465","2,410","35,814,648,000","0.00","14,558,800",,,
2050,002290,삼일기업공사,"2,880","60","2.1","121,254","346,507,585","2,820","2,890","2,800","35,712,000,000","0.00","12,400,000",,,
2051,191600,티케이씨,"12,500","0","0.0","1,340","16,768,450","12,600","12,600","12,400","35,625,000,000","0.00","2,850,000",,,
2052,025880,케이씨피드,"2,125","-45","-2.1","872,085","1,851,686,870","2,200","2,200","2,065","35,521,198,250","0.00","16,715,858",,,
2053,065500,오리엔트정공,"303","4","1.3","243,061","73,285,212","304","305","297","35,516,012,286","0.00","117,214,562",,,
2054,096610,알에프세미,"4,350","30","0.7","53,127","230,658,655","4,330","4,430","4,300","35,497,157,100","0.00","8,160,266",,,
2055,191410,육일씨엔에쓰,"3,775","140","3.8","127,016","473,329,595","3,745","3,775","3,635","35,345,408,050","0.00","9,363,022",,,
2056,099520,ITX엠투엠,"2,145","-135","-5.9","664,551","1,430,699,640","2,220","2,230","2,110","35,319,850,995","0.00","16,466,131",,,
2057,139050,데일리블록체인,"668","7","1.1","601,921","400,932,538","656","674","652","35,306,034,460","0.00","52,853,345",,,
2058,032960,동일기연,"10,350","100","1.0","11,480","117,696,700","10,250","10,450","10,100","35,265,648,150","0.00","3,407,309",,,
2059,060300,레드로버,"610","0","0.0","0","0","0","0","0","35,158,995,780","0.00","57,637,698",,,
2060,023960,에쓰씨엔지니어링,"1,405","0","0.0","24,803","34,741,250","1,405","1,420","1,390","35,148,304,735","0.00","25,016,587",,,
2061,189860,서전기전,"3,610","95","2.7","174,660","623,082,080","3,525","3,610","3,505","35,012,595,800","0.00","9,698,780",,,
2062,153460,네이블,"5,360","100","1.9","34,412","186,851,170","5,260","5,600","5,260","35,000,875,040","0.00","6,530,014",,,
2063,079000,와토스코리아,"4,830","120","2.6","1,357","6,535,315","4,720","4,930","4,715","34,776,000,000","0.00","7,200,000",,,
2064,005450,신한,"4,945","0","0.0","0","0","0","0","0","34,727,938,855","0.00","7,022,839",,,
2065,043590,크로바하이텍,"1,490","0","0.0","0","0","0","0","0","34,717,000,000","0.00","23,300,000",,,
2066,024070,WISCOM,"2,260","90","4.2","60,550","134,378,945","2,155","2,280","2,150","34,637,749,880","0.00","15,326,438",,,
2067,317530,캐리소프트,"5,110","-20","-0.4","88,966","451,345,490","5,100","5,180","4,980","34,549,711,560","0.00","6,761,196",,,
2068,083470,이엠앤아이,"1,690","0","0.0","0","0","0","0","0","34,517,432,040","0.00","20,424,516",,,
2069,123840,한일진공,"614","-1","-0.2","372,196","225,179,567","615","620","595","34,510,469,878","0.00","56,205,977",,,
2070,101390,아이엠,"816","4","0.5","165,958","135,366,035","812","830","807","34,454,106,720","0.00","42,223,170",,,
2071,258250,셀젠텍,"8,540","50","0.6","4","33,710","8,570","8,570","8,200","34,453,255,060","0.00","4,034,339",,,
2072,045300,성우테크론,"3,625","10","0.3","30,703","112,392,355","3,615","3,725","3,580","34,095,307,250","0.00","9,405,602",,,
2073,028080,휴맥스홀딩스,"2,710","-30","-1.1","4,976","13,522,105","2,700","2,775","2,700","34,085,041,260","0.00","12,577,506",,,
2074,254120,자비스,"1,675","15","0.9","125,295","209,573,295","1,665","1,690","1,650","34,008,322,300","0.00","20,303,476",,,
2075,071090,하이스틸,"17,000","0","0.0","6,214","105,273,150","17,000","17,150","16,800","33,999,048,000","0.00","1,999,944",,,
2076,001210,금호전기,"3,310","-20","-0.6","64,727","212,715,745","3,290","3,360","3,255","33,982,644,600","0.00","10,266,660",,,
2077,007770,한일화학,"9,600","50","0.5","10,514","99,914,520","9,550","9,620","9,400","33,696,000,000","0.00","3,510,000",,,
2078,900070,글로벌에스엠,"626","6","1.0","876,680","552,921,807","639","640","621","33,643,723,968","0.00","53,743,968",,,
2079,119500,포메탈,"2,835","10","0.4","232,794","656,673,690","2,820","2,885","2,780","33,586,902,720","0.00","11,847,232",,,
2080,059100,아이컴포넌트,"4,745","15","0.3","9,574","45,600,730","4,910","4,910","4,695","33,551,230,700","0.00","7,070,860",,,
2081,122690,서진오토모티브,"1,715","30","1.8","151,153","256,605,045","1,685","1,780","1,660","33,513,236,890","0.00","19,541,246",,,
2082,049800,우진플라임,"3,340","170","5.4","26,389","87,760,055","3,170","3,400","3,135","33,400,000,000","0.00","10,000,000",,,
2083,224760,엔에스컴퍼니,"8,420","-1,480","-15.0","37","311,540","8,420","8,420","8,420","33,172,274,000","0.00","3,939,700",,,
2084,024900,덕양산업,"1,010","5","0.5","163,243","164,998,812","1,015","1,020","999","32,890,629,800","0.00","32,564,980",,,
2085,093640,다믈멀티미디어,"3,025","10","0.3","114,777","346,999,660","3,095","3,095","3,000","32,665,571,400","0.00","10,798,536",,,
2086,052770,아이톡시,"4,460","0","0.0","0","0","0","0","0","32,518,212,340","0.00","7,291,079",,,
2087,212560,네오오토,"4,120","-10","-0.2","29,375","120,953,835","4,130","4,160","4,055","32,444,847,560","0.00","7,874,963",,,
2088,098120,마이크로컨텍솔,"3,900","70","1.8","114,030","440,516,650","3,910","3,940","3,775","32,419,787,400","0.00","8,312,766",,,
2089,017000,신원종합개발,"3,220","-20","-0.6","38,639","124,350,820","3,240","3,290","3,175","32,419,046,940","0.00","10,068,027",,,
2090,278380,원바이오젠,"14,900","100","0.7","1,003","14,744,900","15,000","15,000","14,700","32,281,744,000","0.00","2,166,560",,,
2091,072950,빛샘전자,"5,370","90","1.7","81,478","436,247,610","5,280","5,400","5,250","32,220,000,000","0.00","6,000,000",,,
2092,081580,성우전자,"2,070","10","0.5","53,778","110,616,470","2,060","2,120","2,040","32,101,856,010","0.00","15,508,143",,,
2093,038010,제일테크노스,"3,565","40","1.1","111,153","404,630,050","3,525","3,730","3,525","32,085,000,000","0.00","9,000,000",,,
2094,085670,뉴프렉스,"1,515","20","1.3","92,243","139,496,715","1,495","1,540","1,485","32,051,399,085","0.00","21,156,039",,,
2095,058530,슈펙스비앤피,"290","1","0.4","2,182,546","631,781,913","285","295","282","32,011,442,940","0.00","110,384,286",,,
2096,003680,한성기업,"5,140","-110","-2.1","96,246","494,106,410","5,250","5,250","5,080","31,916,907,100","0.00","6,209,515",,,
2097,035200,프럼파스트,"3,280","50","1.6","29,777","97,071,310","3,230","3,285","3,210","31,916,335,200","0.00","9,730,590",,,
2098,014910,성문전자,"1,630","40","2.5","160,120","258,945,165","1,590","1,635","1,580","31,763,576,910","0.00","19,486,857",,,
2099,082660,코스나인,"1,485","-15","-1.0","111,534","163,963,780","1,495","1,495","1,455","31,757,963,490","0.00","21,385,834",,,
2100,136660,큐엠씨,"3,360","0","0.0","8,000","26,886,270","3,360","3,370","3,360","31,731,168,000","0.00","9,443,800",,,
2101,284420,휴럼,"8,700","-500","-5.4","44","383,810","9,200","9,210","8,700","31,717,503,000","0.00","3,645,690",,,
2102,192390,윈하이텍,"2,975","55","1.9","73,805","218,299,215","2,985","2,990","2,895","31,704,265,600","0.00","10,656,896",,,
2103,065690,파커스,"2,265","5","0.2","24,333","54,798,525","2,260","2,305","2,220","31,627,347,885","0.00","13,963,509",,,
2104,032280,삼일,"1,945","70","3.7","35,809","68,667,580","1,875","1,945","1,875","31,535,432,550","0.00","16,213,590",,,
2105,154040,솔루에타,"2,425","25","1.0","45,184","108,829,180","2,400","2,460","2,380","31,476,854,050","0.00","12,980,146",,,
2106,236030,씨알푸드,"15,850","0","0.0","0","0","0","0","0","31,383,000,000","0.00","1,980,000",,,
2107,251960,엠에프엠코리아,"2,900","0","0.0","0","0","0","0","0","31,086,515,200","0.00","10,719,488",,,
2108,009620,삼보산업,"814","16","2.0","328,087","266,402,937","798","821","797","31,007,088,244","0.00","38,092,246",,,
2109,010640,진양폴리,"3,100","100","3.3","467,762","1,449,574,185","3,025","3,190","3,015","31,000,000,000","0.00","10,000,000",,,
2110,024850,피에스엠씨,"769","-13","-1.7","38,786","30,001,844","783","799","763","30,772,706,187","0.00","40,016,523",,,
2111,225590,패션플랫폼,"1,155","35","3.1","157,945","179,765,710","1,120","1,160","1,120","30,765,403,515","0.00","26,636,713",,,
2112,134060,이퓨쳐,"6,450","-90","-1.4","62,527","404,406,300","6,580","6,630","6,310","30,761,662,500","0.00","4,769,250",,,
2113,002690,동일제강,"2,050","15","0.7","50,322","103,937,530","2,035","2,095","2,035","30,750,000,000","0.00","15,000,000",,,
2114,093380,풍강,"3,110","195","6.7","344,383","1,041,323,860","2,920","3,110","2,900","30,724,663,430","0.00","9,879,313",,,
2115,010420,한솔PNS,"1,485","45","3.1","211,728","307,716,975","1,440","1,490","1,440","30,432,122,820","0.00","20,493,012",,,
2116,044990,에이치엔에스하이텍,"4,030","-120","-2.9","2,000","8,060,000","4,030","4,030","4,030","30,269,587,920","0.00","7,511,064",,,
2117,035290,더블유에프엠,"11,750","0","0.0","0","0","0","0","0","30,199,109,750","0.00","2,570,137",,,
2118,011230,삼화전자,"2,885","25","0.9","83,590","241,134,350","2,880","2,920","2,850","30,171,156,900","0.00","10,457,940",,,
2119,067730,로지시스,"3,225","75","2.4","81,755","261,949,690","3,145","3,255","3,105","30,124,473,450","0.00","9,340,922",,,
2120,003280,흥아해운,"258","0","0.0","0","0","0","0","0","30,117,000,222","0.00","116,732,559",,,
2121,058420,제이웨이,"1,385","0","0.0","0","0","0","0","0","30,022,518,965","0.00","21,676,909",,,
2122,172580,하이골드12호,"2,300","-5","-0.2","6,622","15,188,940","2,305","2,305","2,290","30,002,350,000","0.00","13,044,500",,,
2123,161570,THE MIDONG,"2,165","70","3.3","73,206","157,213,375","2,095","2,190","2,090","29,859,216,690","0.00","13,791,786",,,
2124,012170,키위미디어그룹,"150","0","0.0","0","0","0","0","0","29,592,697,500","0.00","197,284,650",,,
2125,215090,이디티,"1,130","30","2.7","168,674","187,768,630","1,110","1,130","1,090","29,543,541,510","0.00","26,144,727",,,
2126,085810,알티캐스트,"1,390","0","0.0","47,285","65,442,740","1,390","1,405","1,370","29,500,192,400","0.00","21,223,160",,,
2127,096640,멜파스,"1,300","15","1.2","90,884","116,955,335","1,285","1,325","1,250","29,476,881,200","0.00","22,674,524",,,
2128,226400,오스테오닉,"3,480","20","0.6","15,617","54,270,225","3,460","3,580","3,405","29,435,461,680","0.00","8,458,466",,,
2129,037400,우리조명,"1,165","65","5.9","815,078","938,603,645","1,100","1,190","1,095","29,035,698,090","0.00","24,923,346",,,
2130,115610,이미지스,"3,770","0","0.0","102,838","390,740,190","3,770","3,925","3,720","28,912,612,560","0.00","7,669,128",,,
2131,015020,이스타코,"674","1","0.2","133,001","90,003,068","677","686","672","28,881,978,400","0.00","42,851,600",,,
2132,024910,경창산업,"806","0","0.0","41,697","33,438,587","806","811","796","28,870,118,030","0.00","35,819,005",,,
2133,108675,LG하우시스우,"27,900","950","3.5","9,460","262,644,400","26,950","28,200","26,950","28,802,007,000","0.00","1,032,330",,,
2134,073190,듀오백,"2,400","140","6.2","225,196","529,602,360","2,260","2,485","2,235","28,723,296,000","0.00","11,968,040",,,
2135,260970,에스앤디,"94,400","0","0.0","0","0","0","0","0","28,663,804,800","0.00","303,642",,,
2136,048830,엔피케이,"1,530","15","1.0","178,855","269,005,270","1,510","1,530","1,490","28,647,602,190","0.00","18,723,923",,,
2137,006200,한국전자홀딩스,"610","6","1.0","121,951","73,958,098","604","623","598","28,549,912,960","0.00","46,803,136",,,
2138,051980,센트럴바이오,"616","6","1.0","220,441","136,696,144","610","649","610","28,523,812,240","0.00","46,304,890",,,
2139,079170,한창산업,"5,450","120","2.2","60,163","326,218,160","5,440","5,550","5,300","28,340,000,000","0.00","5,200,000",,,
2140,090150,광진윈텍,"2,930","110","3.9","88,013","253,987,550","2,795","2,930","2,790","28,299,091,490","0.00","9,658,393",,,
2141,173130,오파스넷,"7,020","230","3.4","24,735","172,069,790","6,990","7,020","6,830","28,261,832,040","0.00","4,025,902",,,
2142,149300,아퓨어스,"1,035","-25","-2.4","4,357","4,380,115","1,100","1,150","1,000","28,012,879,440","0.00","27,065,584",,,
2143,200350,래몽래인,"6,580","380","6.1","2,212","13,934,340","6,350","6,950","6,100","27,995,754,920","0.00","4,254,674",,,
2144,178600,대동고려삼,"6,290","-190","-2.9","0","0","0","0","0","27,987,984,000","0.00","4,449,600",,,
2145,239890,피엔에이치테크,"13,500","-400","-2.9","0","0","0","0","0","27,810,000,000","0.00","2,060,000",,,
2146,123330,제닉,"3,965","-15","-0.4","28,129","111,524,950","3,985","4,050","3,725","27,755,000,000","0.00","7,000,000",,,
2147,087600,픽셀플러스,"3,395","15","0.4","4,851","16,614,525","3,560","3,560","3,385","27,725,464,410","0.00","8,166,558",,,
2148,900120,씨케이에이치,"250","3","1.2","637,788","159,879,297","247","253","245","27,601,114,250","0.00","110,404,457",,,
2149,066430,와이오엠,"1,860","0","0.0","253,249","472,702,075","1,920","1,920","1,845","27,589,837,560","0.00","14,833,246",,,
2150,241510,이에스산업,"4,600","0","0.0","0","0","0","0","0","27,521,800,000","0.00","5,983,000",,,
2151,302920,더콘텐츠온,"6,020","-690","-10.3","4","29,080","7,710","7,710","6,020","27,405,201,180","0.00","4,552,359",,,
2152,045340,토탈소프트,"3,195","55","1.8","276,878","869,473,295","3,140","3,245","3,050","27,342,937,800","0.00","8,558,040",,,
2153,279600,미디어젠,"5,880","-50","-0.8","62,153","365,172,160","6,000","6,000","5,780","27,273,092,280","0.00","4,638,281",,,
2154,069140,누리플랜,"4,825","55","1.2","115,556","560,170,960","5,090","5,090","4,700","27,195,504,550","0.00","5,636,374",,,
2155,060380,동양에스텍,"2,715","-5","-0.2","7,699","20,733,320","2,720","2,730","2,680","27,150,000,000","0.00","10,000,000",,,
2156,019770,서연탑메탈,"2,330","30","1.3","191,871","450,077,720","2,300","2,415","2,295","27,144,500,000","0.00","11,650,000",,,
2157,207490,에이펙스인텍,"7,510","210","2.9","201","1,425,510","7,090","7,510","7,090","27,036,000,000","0.00","3,600,000",,,
2158,223310,이에스브이,"166","0","0.0","0","0","0","0","0","26,951,005,530","0.00","162,355,455",,,
2159,258540,스템랩,"15,450","-550","-3.4","192","2,880,950","15,000","15,500","15,000","26,851,945,500","0.00","1,737,990",,,
2160,337840,유엑스엔,"9,350","150","1.6","503","4,727,900","9,200","9,400","9,200","26,756,708,000","0.00","2,861,680",,,
2161,212310,휴벡셀,"6,490","540","9.1","9","58,410","6,490","6,490","6,490","26,702,644,210","0.00","4,114,429",,,
2162,217190,제너셈,"3,045","165","5.7","119,498","353,080,220","2,880","3,045","2,850","26,702,134,830","0.00","8,769,174",,,
2163,003475,유안타증권우,"2,065","20","1.0","17,144","35,046,095","2,040","2,065","2,020","26,663,717,780","0.00","12,912,212",,,
2164,058450,일야,"839","-4","-0.5","257,350","216,737,109","827","852","827","26,629,860,000","0.00","31,740,000",,,
2165,087730,에스모 머티리얼즈,"2,720","0","0.0","0","0","0","0","0","26,570,513,120","0.00","9,768,571",,,
2166,001770,신화실업,"21,850","250","1.2","7,388","165,607,850","21,500","22,950","21,500","26,545,084,300","0.00","1,214,878",,,
2167,004920,씨아이테크,"1,100","-25","-2.2","255,389","282,291,150","1,125","1,135","1,070","26,477,849,200","0.00","24,070,772",,,
2168,033110,코너스톤네트웍스,"204","0","0.0","0","0","0","0","0","26,473,567,764","0.00","129,772,391",,,
2169,009140,경인전자,"16,800","50","0.3","662","11,064,900","16,750","16,800","16,600","26,389,389,600","0.00","1,570,797",,,
2170,187270,신화콘텍,"2,595","90","3.6","7,820","20,023,355","2,545","2,600","2,505","26,323,277,775","0.00","10,143,845",,,
2171,114120,크루셜텍,"400","3","0.8","1,096,556","440,423,757","405","408","395","26,307,156,800","0.00","65,767,892",,,
2172,317860,노드메이슨,"7,000","-200","-2.8","1,500","10,500,000","7,000","7,000","7,000","26,145,406,000","0.00","3,735,058",,,
2173,080580,오킨스전자,"3,730","-55","-1.4","55,813","207,826,855","3,785","3,810","3,670","26,079,447,570","0.00","6,991,809",,,
2174,098660,에스티오,"2,085","10","0.5","26,924","55,952,995","2,075","2,125","2,040","26,064,534,960","0.00","12,500,976",,,
2175,011300,성안,"457","5","1.1","171,417","76,880,239","454","459","444","25,984,042,020","0.00","56,857,860",,,
2176,211050,인카금융서비스,"5,760","0","0.0","0","0","0","0","0","25,885,382,400","0.00","4,493,990",,,
2177,012600,청호컴넷,"3,010","20","0.7","67,685","203,395,655","3,040","3,045","2,955","25,814,816,510","0.00","8,576,351",,,
2178,001420,태원물산,"3,395","5","0.2","21,853","74,061,565","3,350","3,490","3,335","25,802,000,000","0.00","7,600,000",,,
2179,140910,에이리츠,"6,700","200","3.1","202,743","1,351,450,570","6,410","6,840","6,400","25,411,592,500","0.00","3,792,775",,,
2180,175140,인포마크,"6,950","-140","-2.0","60,847","422,314,760","7,140","7,150","6,820","25,390,129,200","0.00","3,653,256",,,
2181,054220,비츠로시스,"485","0","0.0","0","0","0","0","0","25,363,340,295","0.00","52,295,547",,,
2182,066110,한프,"480","0","0.0","0","0","0","0","0","25,343,808,000","0.00","52,799,600",,,
2183,181340,이즈미디어,"3,595","35","1.0","222,606","825,178,565","3,560","3,855","3,540","25,327,134,500","0.00","7,045,100",,,
2184,001465,BYC우,"117,500","1,000","0.9","282","32,577,000","115,000","117,500","114,500","25,307,737,500","0.00","215,385",,,
2185,900110,이스트아시아홀딩스,"230","0","0.0","0","0","0","0","0","25,070,157,780","0.00","109,000,686",,,
2186,18064K,한진칼우,"46,600","550","1.2","19,716","913,646,750","46,450","46,950","46,000","25,013,295,600","0.00","536,766",,,
2187,197140,디지캡,"3,345","-10","-0.3","265,797","892,971,375","3,320","3,640","3,230","24,784,185,435","0.00","7,409,323",,,
2188,236340,메디젠휴먼케어,"10,600","200","1.9","2,187","22,363,100","10,100","10,600","10,050","24,431,855,200","0.00","2,304,892",,,
2189,900080,에스앤씨엔진그룹,"197","0","0.0","0","0","0","0","0","24,380,639,821","0.00","123,759,593",,,
2190,006125,SK디스커버리우,"17,850","50","0.3","17,657","317,205,100","17,550","18,200","17,500","24,248,421,750","0.00","1,358,455",,,
2191,110020,전진바이오팜,"5,050","160","3.3","14,898","73,256,080","4,890","5,080","4,805","24,219,436,400","0.00","4,795,928",,,
2192,008830,대동기어,"2,675","65","2.5","16,496","43,057,760","2,610","2,675","2,590","24,041,616,000","0.00","8,987,520",,,
2193,238170,엔에스엠,"1,150","50","4.6","1","1,150","1,150","1,150","1,150","23,890,886,600","0.00","20,774,684",,,
2194,076340,관악산업,"4,900","180","3.8","44","216,200","5,100","5,100","4,900","23,870,154,000","0.00","4,871,460",,,
2195,033430,디에스티,"370","0","0.0","0","0","0","0","0","23,750,763,610","0.00","64,191,253",,,
2196,214310,세미콘라이트,"887","-3","-0.3","282,962","251,019,185","890","895","882","23,622,843,891","0.00","26,632,293",,,
2197,039740,한국정보공학,"2,945","-55","-1.8","15,587","46,355,205","3,000","3,000","2,935","23,614,179,165","0.00","8,018,397",,,
2198,086220,네추럴FNP,"2,220","-380","-14.6","222","498,065","2,745","2,745","2,220","23,473,980,300","0.00","10,573,865",,,
2199,009415,태영건설우,"9,040","420","4.9","91,388","793,853,880","8,680","9,050","8,420","23,119,619,200","0.00","2,557,480",,,
2200,222670,플럼라인생명과학,"8,180","100","1.2","155","1,253,100","8,070","8,180","8,070","23,084,369,000","0.00","2,822,050",,,
2201,135160,지오씨,"2,900","-100","-3.3","266","772,940","3,000","3,000","2,900","23,031,478,100","0.00","7,941,889",,,
2202,344860,이노진,"11,000","0","0.0","0","0","0","0","0","22,990,000,000","0.00","2,090,000",,,
2203,044780,에이치케이,"1,235","25","2.1","65,495","80,082,030","1,210","1,240","1,200","22,854,646,945","0.00","18,505,787",,,
2204,043100,솔고바이오,"392","0","0.0","0","0","0","0","0","22,641,609,536","0.00","57,759,208",,,
2205,299670,에스엠비나,"4,150","35","0.8","301","1,204,150","4,000","4,150","4,000","22,617,500,000","0.00","5,450,000",,,
2206,121850,코이즈,"1,465","15","1.0","168,824","247,191,975","1,450","1,500","1,435","22,577,872,405","0.00","15,411,517",,,
2207,058970,엠로,"4,600","100","2.2","4,943","22,838,215","4,690","4,690","4,500","22,149,000,000","0.00","4,815,000",,,
2208,196700,웹스,"1,615","15","0.9","33,245","53,083,955","1,600","1,620","1,575","22,123,038,740","0.00","13,698,476",,,
2209,067770,세진티에스,"2,630","75","2.9","33,099","86,370,730","2,550","2,675","2,550","22,083,039,590","0.00","8,396,593",,,
2210,043260,성호전자,"610","5","0.8","90,452","54,816,254","605","618","603","21,714,806,230","0.00","35,598,043",,,
2211,153360,하이골드3호,"1,320","-15","-1.1","21,277","28,084,855","1,335","1,340","1,300","21,317,722,800","0.00","16,149,790",,,
2212,024940,PN풍년,"2,130","45","2.2","47,545","100,091,630","2,085","2,130","2,055","21,300,000,000","0.00","10,000,000",,,
2213,053660,현진소재,"400","0","0.0","0","0","0","0","0","21,280,401,200","0.00","53,201,003",,,
2214,130740,티피씨글로벌,"2,060","-15","-0.7","32,992","70,026,040","2,055","2,195","2,055","21,268,426,740","0.00","10,324,479",,,
2215,036180,에이프런티어,"1,205","0","0.0","0","0","0","0","0","21,208,410,905","0.00","17,600,341",,,
2216,000950,전방,"12,600","200","1.6","526","6,625,050","12,400","12,950","12,400","21,168,000,000","0.00","1,680,000",,,
2217,204210,모두투어리츠,"2,700","-5","-0.2","10,296","27,623,390","2,655","2,705","2,655","21,132,400,500","0.00","7,826,815",,,
2218,299480,지앤이헬스케어,"1,900","0","0.0","0","0","0","0","0","21,091,411,700","0.00","11,100,743",,,
2219,134580,디엠티,"1,870","20","1.1","26,230","48,855,595","1,850","1,900","1,845","21,037,500,000","0.00","11,250,000",,,
2220,023790,동일철강,"2,840","0","0.0","22,577","63,743,555","2,840","2,900","2,810","20,860,041,400","0.00","7,345,085",,,
2221,000087,하이트진로2우B,"18,400","600","3.4","13,285","242,765,750","17,800","18,550","17,800","20,794,539,200","0.00","1,130,138",,,
2222,020400,대동금속,"7,970","110","1.4","2,959","23,366,600","7,860","8,070","7,800","20,783,456,670","0.00","2,607,711",,,
2223,002420,세기상사,"50,800","1,400","2.8","922","46,418,500","49,100","51,500","49,100","20,705,673,600","0.00","407,592",,,
2224,015260,에이엔피,"249","1","0.4","254,075","62,586,280","245","251","243","20,613,432,132","0.00","82,784,868",,,
2225,179530,애드바이오텍,"12,300","-700","-5.4","959","11,795,700","12,300","12,300","12,300","20,316,340,500","0.00","1,651,735",,,
2226,227100,디자인,"7,600","0","0.0","73,864","569,137,320","7,600","8,100","7,580","20,222,916,000","0.00","2,660,910",,,
2227,007530,영신금속,"1,575","20","1.3","98,638","153,676,420","1,555","1,590","1,540","20,211,924,600","0.00","12,832,968",,,
2228,101670,코리아에스이,"1,060","20","1.9","112,441","116,993,920","1,030","1,060","1,025","20,034,000,000","0.00","18,900,000",,,
2229,232680,라온테크,"4,595","95","2.1","463","2,054,210","4,455","4,595","4,415","19,908,779,475","0.00","4,332,705",,,
2230,331660,한국미라클피플사,"18,050","0","0.0","0","0","0","0","0","19,855,000,000","0.00","1,100,000",,,
2231,010580,지코,"306","0","0.0","0","0","0","0","0","19,761,980,616","0.00","64,581,636",,,
2232,011080,형지I&C,"503","-1","-0.2","53,413","26,701,229","497","504","492","19,594,701,004","0.00","38,955,668",,,
2233,004365,세방우,"5,310","-60","-1.1","2,806","14,857,650","5,310","5,360","5,280","19,589,917,500","0.00","3,689,250",,,
2234,216280,원텍,"4,370","10","0.2","1,890","8,292,340","4,360","4,695","4,360","19,565,364,000","0.00","4,477,200",,,
2235,003415,쌍용양회우,"12,650","2,890","29.6","32,297","408,557,050","12,650","12,650","12,650","19,527,615,250","0.00","1,543,685",,,
2236,309900,티티씨디펜스,"1,950","0","0.0","0","0","0","0","0","19,500,000,000","0.00","10,000,000",,,
2237,003495,대한항공우,"17,450","50","0.3","12,976","225,871,100","17,500","17,500","17,300","19,383,355,300","0.00","1,110,794",,,
2238,258050,테크트랜스,"2,690","-5","-0.2","0","0","0","0","0","19,356,010,670","0.00","7,195,543",,,
2239,043360,디지아이,"2,145","45","2.1","29,779","63,212,510","2,085","2,150","2,080","19,305,000,000","0.00","9,000,000",,,
2240,084180,수성,"1,315","-5","-0.4","54,554","71,194,105","1,310","1,330","1,295","19,245,001,330","0.00","14,634,982",,,
2241,224810,엄지하우스,"4,565","585","14.7","6","26,210","3,390","4,565","3,390","19,173,000,000","0.00","4,200,000",,,
2242,221800,유투바이오,"10,000","0","0.0","100","1,000,000","10,000","10,000","10,000","19,005,100,000","0.00","1,900,510",,,
2243,039230,에이아이비트,"181","0","0.0","0","0","0","0","0","18,889,625,713","0.00","104,362,573",,,
2244,141020,포티스,"108","0","0.0","0","0","0","0","0","18,839,533,608","0.00","174,440,126",,,
2245,206950,볼빅,"4,500","0","0.0","51","219,500","4,300","4,500","4,300","18,824,998,500","0.00","4,183,333",,,
2246,026910,광진실업,"2,935","15","0.5","21,279","62,281,600","2,920","2,970","2,910","18,799,863,675","0.00","6,405,405",,,
2247,054410,케이피티유,"3,700","170","4.8","11,372","41,530,885","3,570","3,750","3,560","18,722,000,000","0.00","5,060,000",,,
2248,001685,대상우,"13,650","350","2.6","4,228","57,147,650","13,400","13,650","13,350","18,703,543,950","0.00","1,370,223",,,
2249,284620,하나금융11호스팩,"3,430","-10","-0.3","213,241","728,680,315","3,430","3,460","3,365","18,525,430,000","0.00","5,401,000",,,
2250,323350,다원넥스뷰,"25,350","400","1.6","100","2,535,000","25,350","25,350","25,350","18,505,500,000","0.00","730,000",,,
2251,244880,나눔테크,"3,590","0","0.0","10","35,900","3,590","3,590","3,590","18,021,800,000","0.00","5,020,000",,,
2252,003925,남양유업우,"107,000","-1,000","-0.9","446","47,609,000","108,000","108,500","104,500","17,832,834,000","0.00","166,662",,,
2253,149010,아이케이세미콘,"5,680","0","0.0","0","0","0","0","0","17,721,600,000","0.00","3,120,000",,,
2254,200580,메디쎄이,"5,080","-370","-6.8","2,195","10,806,510","5,980","5,980","4,760","17,669,047,720","0.00","3,478,159",,,
2255,013720,청보산업,"2,150","-5","-0.2","20,857","44,690,155","2,150","2,165","2,120","17,584,357,650","0.00","8,178,771",,,
2256,319400,엔에이치스팩14호,"2,015","0","0.0","5,051","10,177,765","2,015","2,015","2,015","17,369,300,000","0.00","8,620,000",,,
2257,112190,KC산업,"2,435","-5","-0.2","502","1,222,340","2,400","2,440","2,400","17,349,991,055","0.00","7,125,253",,,
2258,096870,엘디티,"2,570","0","0.0","57,655","149,346,530","2,595","2,645","2,555","17,163,488,000","0.00","6,678,400",,,
2259,158300,에스에이티이엔지,"5,190","0","0.0","0","0","0","0","0","17,159,878,650","0.00","3,306,335",,,
2260,281310,바이오시네틱스,"6,300","690","12.3","266","1,692,340","6,450","6,450","6,300","16,599,807,000","0.00","2,634,890",,,
2261,019490,하이트론,"2,985","-15","-0.5","14,985","44,478,655","3,000","3,060","2,915","16,509,243,975","0.00","5,530,735",,,
2262,263540,샘코,"2,015","0","0.0","0","0","0","0","0","16,452,364,175","0.00","8,164,945",,,
